name,salary,position,team,opposing_team,median_value,upper_value,lower_value,median,upper,lower,ffa_median,ffa_upper,ffa_lower,pff_median,sdPts,dropoff,sdRank,risk,offset
James Washington,3300.0,WR,PIT,BAL,0.528303962765318,0.8747650637771145,0.07575757575757576,1.7434030771255493,2.8867247104644775,0.25,1.74340301974448,2.8867247706422,0.25,,1.24224966892388,0.103724813991192,4.5,6.15787473014911,
C.J. Ham,3000.0,RB,MIN,DET,0.5236078500747681,0.6615531841913859,0.14999999602635702,1.5708235502243042,1.9846595525741577,0.44999998807907104,1.2416470014627,1.98465957446809,0.45,1.9,0.699307459425459,0.269165433369367,2.4,5.52027094457231,
Samaje Perine,3000.0,RB,WAS,ATL,0.5196086963017782,1.100833574930827,0.019999999552965164,1.5588260889053345,3.3025007247924805,0.05999999865889549,1.71765221843003,3.3025006116208,0.06,1.4,1.72249298181453,0.0853498374776533,NA,9.14731409013851,
Taysom Hill,4000.0,QB,NO,LAR,0.5121700763702393,0.8216699957847595,0.2784999907016754,2.048680305480957,3.286679983139038,1.1139999628067017,2.39736078315707,3.28667998974321,1.114,1.7,1.00110712810963,0.443418701938029,0.6,5.16417711897981,
Shaun Wilson,3000.0,RB,TB,CAR,0.5117456118265787,1.1269833246866863,0.009999999776482582,1.5352368354797363,3.3809499740600586,0.029999999329447746,1.87047357142857,3.38095,0.03,1.2,1.87469464411344,0.128264712585525,NA,9.63500301721523,
Breshad Perriman,3000.0,WR,CLE,KC,0.49467114607493085,0.7772589524586996,0.26666667064030963,1.4840134382247925,2.3317768573760986,0.800000011920929,1.48401342243382,2.33177675840979,0.8,,0.809256048141116,0.318068692124212,4.1,5.43935356428263,
Marvin Hall,3000.0,WR,ATL,WAS,0.4798765579859416,0.7562361558278402,0.3633333444595337,1.4396296739578247,2.2687084674835205,1.090000033378601,1.67925938566553,2.2687085106383,1.09,1.2,0.564748842214687,0.0856507223690626,5.6,5.56934152906602,
Levine Toilolo,2500.0,TE,DET,MIN,0.4710700988769531,1.1204652786254883,0.31600000858306887,1.1776752471923828,2.8011631965637207,0.7900000214576721,1.7553505607021,2.80116308139535,0.79,0.6,0.90370933360665,0.0561857630424185,2.9,5.92523527054237,
Kevin White,3000.0,WR,CHI,BUF,0.47006932894388836,1.0163802305857341,0.4296489159266154,1.410207986831665,3.049140691757202,1.2889467477798462,2.22041600054656,3.04914059240718,1.28894677871148,0.6,0.984689039175408,0.0777746061048248,4,5.64912400626195,
Josh Reynolds,4500.0,WR,LAR,NO,0.4613951047261556,0.9007748497856988,0.2224089569515652,2.0762779712677,4.0534868240356445,1.0008403062820435,2.95255597098486,4.05348685529258,1.00084033613445,1.2,1.23452943892959,0.187798858926708,7.1,6.95434425921873,
Andy Janovich,3000.0,RB,DEN,HOU,0.4465598662694295,0.39448726177215576,0.0,1.3396795988082886,1.1834617853164673,0.0,0.579359190610553,1.18346179826019,0,2.1,0.695368756203236,0.0403469201733679,1.6,5.01119550105784,
Ameer Abdullah,3000.0,RB,DET,MIN,0.42788298924763996,0.8539065519968668,-0.0001774042999992768,1.28364896774292,2.5617196559906006,-0.0005322128999978304,1.28364897178384,2.56171973376507,-0.000532212885154065,,1.42079001346176,0.138580933675875,2.1,6.48763153351609,
Lamar Jackson,4400.0,QB,BAL,PIT,0.42621133002367884,0.5451754548332908,0.22677426988428287,1.875329852104187,2.3987720012664795,0.9978067874908447,1.875329888301,2.39877189834366,0.997806760728983,,0.565172368682327,0.843164970676822,0.7,4.59820979391004,
Ian Thomas,2500.0,TE,CAR,TB,0.42208433151245117,1.0166500091552735,0.17200000286102296,1.055210828781128,2.5416250228881836,0.4300000071525574,1.51042163100058,2.541625,0.43,0.6,1.06934811223347,0.122651762643679,6.7,7.65214227982641,
Andre Roberts,3300.0,WR,NYJ,MIA,0.4209690744226629,1.229599750403202,0.08219229452537768,1.3891979455947876,4.057679176330566,0.27123457193374634,2.57839598041448,4.05767917209167,0.271234567901235,0.2,1.6781358871361,0.241666580121942,4.3,6.69412027910186,
Stevan Ridley,3800.0,RB,PIT,BAL,0.4115229845046997,0.5787629202792519,0.11578947305679321,1.5637873411178589,2.1992990970611572,0.4399999976158142,1.62757475014697,2.19929911953297,0.44,1.5,0.71446725422625,0.0532751373105522,1.7,5.10463912716886,
Isaiah McKenzie,3000.0,WR,DEN,HOU,0.40100594361623126,0.9635044733683268,0.0,1.2030178308486938,2.8905134201049805,0.0,1.8060357354017,2.89051347211803,0,0.6,1.70866419071438,0.0947045326966915,NA,8.20619672069724,
Leonte Carroo,3000.0,WR,MIA,NYJ,0.3973681529362996,0.7153209845225016,0.0,1.192104458808899,2.145962953567505,0.0,1.19210451438266,2.145963,0,,1.04497256355507,0.0966250344479982,6.5,6.50789916606483,
Dion Sims,2500.0,TE,CHI,BUF,0.3935108661651611,0.707217025756836,0.09200000166893005,0.9837771654129028,1.7680425643920898,0.23000000417232513,0.967554363725012,1.76804255319149,0.23,1,0.696332833835719,0.106650055907455,1.1,4.88686226727885,
Charone Peake,3000.0,WR,NYJ,MIA,0.35039134820302326,0.6724244753519694,-0.007124183078606923,1.0511740446090698,2.017273426055908,-0.02137254923582077,1.05117401363276,2.01727344416027,-0.0213725490196078,,1.18858003413316,0.0888089506946672,6.2,6.61190162879531,
Anthony Sherman,3000.0,RB,KC,CLE,0.3414148489634196,0.6558914581934611,0.0,1.0242445468902588,1.9676743745803833,0.0,1.04848907475322,1.96767441860465,0,1,1.14288595957663,0.160752044036497,2,5.97955181883196,
Jordan Taylor,3000.0,WR,DEN,HOU,0.3231125473976135,0.7543296813964844,0.0,0.9693376421928406,2.262989044189453,0.0,0.969337634408602,2.26298913043478,0,,1.61806578134457,0.0635856395458939,NA,7.95747341683253,
Vyncint Smith,3600.0,WR,HOU,DEN,0.31660692559348214,0.47935555378595984,0.0,1.1397849321365356,1.7256799936294556,0.0,1.13978494623656,1.72568,0,,1.49906637611548,0.12952912221588,NA,7.63077976478725,
Adam Shaheen,2500.0,TE,CHI,BUF,0.3162271022796631,0.7103599071502685,0.0,0.7905677556991577,1.7758997678756714,0.0,0.790567741935484,1.77589970930233,0,,1.13666033320601,0.0818935399379901,NA,7.42845370958306,
Cam Phillips,3000.0,WR,BUF,CHI,0.31556493043899536,0.28818754355112713,0.0,0.9466947913169861,0.8645626306533813,0.0,0.393389561975769,0.864562613981763,0,1.5,0.72585648686747,0.0600375334819439,NA,5.5080568652092,
Neal Sterling,2500.0,TE,NYJ,MIA,0.30747783184051514,0.6760274410247803,0.0,0.7686945796012878,1.6900686025619507,0.0,0.76869457659372,1.69006863354037,0,,1.42015706426788,0.132269661917952,NA,8.39765195095766,
Antony Auclair,2500.0,TE,TB,CAR,0.29939053058624265,0.48748049736022947,0.23637871742248534,0.7484763264656067,1.2187012434005737,0.5909467935562134,0.89695262951597,1.21870123368496,0.590946778711485,0.6,0.386092473666267,0.0733730031068126,8.5,7.1681007230423,
Patrick Ricard,3000.0,RB,BAL,PIT,0.2930000027020772,0.2930000027020772,0.2930000027020772,0.8790000081062317,0.8790000081062317,0.8790000081062317,0.879,0.879,0.879,,NA,0.0161980128867893,NA,NA,
Brian Quick,3000.0,WR,WAS,ATL,0.2853705088297526,0.5450727939605713,0.0,0.8561115264892578,1.6352183818817139,0.0,0.85611149825784,1.63521834862385,0,,0.839925620713939,0.0122540513266286,4.3,5.54353480940087,
Tyler Ervin,3200.0,RB,HOU,DEN,0.2781011164188385,0.6598707288503647,0.15496265143156052,0.8899235725402832,2.111586332321167,0.49588048458099365,1.57984716805967,2.11158630816668,0.495880485527544,0.2,0.616718048491291,0.15364665336117,1.9,5.07372502201637,
Dan Arnold,2500.0,TE,NO,LAR,0.2779895305633545,0.5071672439575196,0.3,0.6949738264083862,1.2679181098937988,0.75,0.989947647034305,1.26791806608329,0.75,0.4,0.427858148093141,0.0576941504138134,NA,5.00525176040812,
Dontrell Hilliard,3000.0,RB,CLE,KC,0.270102858543396,0.5857163270314535,0.009999999776482582,0.810308575630188,1.7571489810943604,0.029999999329447746,0.810308571428572,1.75714893617021,0.03,,1.01761167375677,0.0253445782545102,NA,6.88871320726503,
Justin Jackson,3000.0,RB,LAC,SEA,0.26424461603164673,0.42888299624125165,0.009216666842500368,0.7927338480949402,1.2866489887237549,0.027650000527501106,0.79273386153096,1.28664902173913,0.02765,,0.488160479643661,0.0240722829933471,NA,5.19223052175128,
C.J. Prosise,3000.0,RB,SEA,LAC,0.2590647141138713,0.6407482226689657,0.009216666842500368,0.7771941423416138,1.922244668006897,0.027650000527501106,0.777194124817162,1.92224468085106,0.02765,,1.01585404082649,0.0685812215913559,1.9,5.71318651317069,
Tyrod Taylor,4500.0,QB,CLE,KC,0.2520769172244602,0.5512565506829156,0.0,1.1343461275100708,2.48065447807312,0.0,1.13434607526246,2.48065441646426,0,,1.64840140274828,0.313141014807507,NA,8.78197782024264,
Xavier Grimble,2500.0,TE,PIT,BAL,0.2496783971786499,0.40649023056030276,0.08799999952316284,0.6241959929466248,1.0162255764007568,0.2199999988079071,0.624196001950268,1.01622553191489,0.22,,0.394908667759532,0.11765577766943,6,6.23332210064311,
Benny Cunningham,3200.0,RB,CHI,BUF,0.24442676454782486,0.5597005039453506,0.09687500074505806,0.7821656465530396,1.791041612625122,0.3100000023841858,0.864331316144205,1.79104159021407,0.31,0.7,0.70762220583043,0.0209782518493248,2.9,5.8478203630622,
Brian Parker,2500.0,TE,DEN,HOU,0.24000000953674316,0.24000000953674316,0.24000000953674316,0.6000000238418579,0.6000000238418579,0.6000000238418579,,,,0.6,0,0,0,0,
Eli Rogers,3000.0,WR,PIT,BAL,0.23828919728597006,0.4755180279413859,0.0,0.7148675918579102,1.4265540838241577,0.0,0.714867595818815,1.42655412844037,0,,0.806587913766589,0.0118631968976083,NA,5.72969196193699,
Eric Saubert,2500.0,TE,ATL,WAS,0.23431761264801027,0.3174704313278198,0.05600000023841858,0.5857940316200256,0.7936760783195496,0.14000000059604645,0.471588005850804,0.793676086956522,0.14,0.7,0.327041894499821,0.0870110005810711,1.9,4.55956119762158,
Kalen Ballage,3200.0,RB,MIA,NYJ,0.23382406681776047,0.5058750137686729,0.03749999916180968,0.7482370138168335,1.6188000440597534,0.11999999731779099,0.896474061433447,1.6188,0.12,0.6,1.00133896268297,0.0248084033613446,2.6,6.12985124036667,
Alex Armah,3000.0,RB,CAR,TB,0.23333332935969034,0.23333332935969034,0.23333332935969034,0.699999988079071,0.699999988079071,0.699999988079071,,,,0.7,0,0,0,0,
Nick O'Leary,2600.0,TE,MIA,NYJ,0.2307692399391761,0.2307692399391761,0.2307692399391761,0.6000000238418579,0.6000000238418579,0.6000000238418579,,,,0.6,0,0,0,0,
Darrius Heyward-Bey,3000.0,WR,PIT,BAL,0.220237930615743,0.2791753609975179,0.11666666467984517,0.660713791847229,0.8375260829925537,0.3499999940395355,0.621427631970128,0.837526086956522,0.35,0.7,0.221059665469002,0.0214276319701275,6.8,5.47006235268804,
Gus Edwards,3000.0,RB,BAL,PIT,0.21903226772944132,0.2853599985440572,0.09000000357627869,0.657096803188324,0.8560799956321716,0.27000001072883606,0.657096774193548,0.85608,0.27,,0.509116882454314,0.0398378727379048,2.4,5.21556389662628,
Tyler Conklin,2500.0,TE,MIN,DET,0.21341943740844727,0.2298978805541992,0.020000000298023225,0.5335485935211182,0.574744701385498,0.05000000074505806,0.367097165991903,0.574744680851064,0.05,0.7,0.249166190377189,0.0162821976837604,3.5,5.03434644143461,
Jameis Winston,5400.0,QB,TB,CAR,0.20671798123253715,0.7833418139704951,0.0,1.1162770986557007,4.230045795440674,0.0,2.03255427413708,4.23004577339827,0,0.2,2.70264228273349,0.527716292355347,0.6,7.77846603158156,
Zach Line,3000.0,RB,NO,LAR,0.2045938769976298,0.3117397626241048,0.0,0.6137816309928894,0.9352192878723145,0.0,0.527563302454087,0.935219266055046,0,0.7,0.412384359739315,0.0724438383111903,4.1,6.1289633663886,
Ray-Ray McCloud,3000.0,WR,BUF,CHI,0.19671609004338583,0.3732489347457886,-0.010177404309312502,0.5901482701301575,1.1197468042373657,-0.030532212927937508,0.680296589891017,1.11974680851064,-0.0305322128851541,0.5,0.497894065216532,0.0695827739059534,4.6,5.16716170401364,
Jeremy Sprinkle,2500.0,TE,WAS,ATL,0.18620175123214722,0.16676340103149415,0.09599999785423279,0.46550437808036804,0.41690850257873535,0.23999999463558197,0.331008776206728,0.416908510638298,0.24,0.6,0.0780075499128554,0.0237667830812299,6.2,5.76761061864815,
Brandon Bolden,3000.0,RB,MIA,NYJ,0.18348707755406699,0.4810858170191447,0.0,0.5504612326622009,1.443257451057434,0.0,0.550461238420283,1.44325744680851,0,,1.04926297523905,0.0345035652736476,NA,6.99013121431783,
Durham Smythe,2500.0,TE,MIA,NYJ,0.1826990008354187,0.1771817684173584,0.06399999856948853,0.45674750208854675,0.442954421043396,0.1599999964237213,0.313495007132668,0.442954407294833,0.16,0.6,0.143507013527287,0.0263045156232347,3.3,4.77774854624443,
Senorise Perry,3000.0,RB,MIA,NYJ,0.16811734437942505,0.4300794204076131,-0.0010220565212269623,0.5043520331382751,1.2902382612228394,-0.0030661695636808872,0.504352043839183,1.290238274644,-0.00306616961789376,,0.83360127190875,0.104763401863696,NA,6.29910180557104,
Tre Madden,3000.0,RB,SEA,LAC,0.16331873337427774,0.2650160988171895,0.0,0.48995620012283325,0.7950482964515686,0.0,0.37991237400501,0.795048307837275,0,0.6,0.48669746312414,0.0257578809123812,4,6.18517580506366,
Alan Cross,2500.0,TE,TB,CAR,0.16082273721694945,0.26881191730499265,0.0,0.40205684304237366,0.6720297932624817,0.0,0.402056844547564,0.672029813664596,0,,0.324822536174148,0.0414000216686285,NA,4.6530010184091,
Roosevelt Nix,3000.0,RB,PIT,BAL,0.148881733417511,0.2556554873784383,0.0,0.44664520025253296,0.7669664621353149,0.0,0.393290399504362,0.766966459627329,0,0.5,0.395071347575914,0.0153400197027861,3,5.40992380442862,
Justin Watson,3000.0,WR,TB,CAR,0.1484792729218801,0.30813050270080566,0.0,0.44543781876564026,0.924391508102417,0.0,0.445437825332562,0.924391489361702,0,,0.541880953297025,0.0403173187600597,7.7,6.18981316855692,
Jamison Crowder,4100.0,WR,WAS,ATL,0.14634146922972147,0.14634146922972147,0.14634146922972147,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6,0.6,0.6,,0,0,NA,3.51533508564252,
Daniel Brown,2500.0,TE,CHI,BUF,0.138965380191803,0.3000678300857544,0.0,0.34741345047950745,0.750169575214386,0.0,0.347413456850317,0.750169565217391,0,,0.405271063880106,0.0251615651806189,NA,4.92803266086134,
Damien Williams,3000.0,RB,KC,CLE,0.13744158546129862,0.44457729657491046,0.03999999910593033,0.4123247563838959,1.3337318897247314,0.11999999731779099,0.62464951243296,1.33373191489362,0.12,0.2,0.586603133728514,0.0300357718885192,3.7,6.15669916464367,
Javon Wims,3000.0,WR,CHI,BUF,0.13742486635843912,0.25943342844645184,0.0,0.4122745990753174,0.7783002853393555,0.0,0.412274607703281,0.778300303951368,0,,0.401986004559894,0.0165966239945346,NA,4.61892275188287,
Dwayne Washington,3000.0,RB,NO,LAR,0.13529562950134277,0.29744382699330646,0.0,0.4058868885040283,0.8923314809799194,0.0,0.405886884446611,0.892331498470948,0,,0.42931595914047,0.0192854976919257,NA,5.00367922319722,
JoJo Natson,3000.0,WR,LAR,NO,0.13299440344174704,0.2994956572850545,0.0,0.3989832103252411,0.8984869718551636,0.0,0.397966405441724,0.898486956521739,0,0.4,0.519035991515102,0.0139688402311016,NA,4.94026459083268,
Brian Hill,3000.0,RB,ATL,WAS,0.12532946467399597,0.3159645199775696,0.009999999776482582,0.3759883940219879,0.9478935599327087,0.029999999329447746,0.375988385598142,0.947893577981651,0.03,,0.497822320930109,0.0438494694680057,NA,5.22318927042328,
Darrell Daniels,2500.0,TE,SEA,LAC,0.1203955888748169,0.3074380159378052,0.0,0.30098897218704224,0.7685950398445129,0.0,0.30098897911833,0.768595031055901,0,,0.443073004518694,0.0388474574547997,11,8.2153499017451,
Josh McCown,4300.0,QB,NYJ,MIA,0.11976555336353391,0.46796288601187774,0.0,0.5149918794631958,2.012240409851074,0.0,0.929983759985896,2.01224042895257,0,0.1,1.57747609778514,0.29350304752605,NA,8.56403434974286,
Patrick DiMarco,3000.0,RB,BUF,CHI,0.11077353358268738,0.24428405364354452,0.0,0.33232060074806213,0.7328521609306335,0.0,0.332320600587115,0.732852173913043,0,,0.393092014775348,0.00458450929098914,2.8,5.28106138932931,
Cameron Artis-Payne,3000.0,RB,CAR,TB,0.11065240701039632,0.29240043958028156,-0.001017740461975336,0.33195722103118896,0.8772013187408447,-0.0030532213859260082,0.331957231673157,0.877201327487517,-0.00305322128851541,,0.482360017213174,0.00856475042991967,NA,5.17364451384213,
Chris Manhertz,2500.0,TE,CAR,TB,0.1093567967414856,0.21692509651184083,0.0,0.273391991853714,0.542312741279602,0.0,0.273392003900536,0.542312765957447,0,,0.30342463436425,0.0346669142948015,NA,4.57984741016261,
Jaylen Samuels,3000.0,RB,PIT,BAL,0.10775667428970337,0.27427587906519574,-0.0007833333220332861,0.3232700228691101,0.8228276371955872,-0.0023499999660998583,0.32327001156738,0.822827659574469,-0.00235,,0.603932783273174,0.0377381357703285,4.3,6.56153713742917,
J.D. McKissic,3000.0,RB,SEA,LAC,0.10345258315404256,0.2274531126022339,0.0,0.3103577494621277,0.6823593378067017,0.0,0.310357754519505,0.682359316770186,0,,0.573383461978225,0.0651661406726013,NA,5.46530444347624,
Nick Williams,3000.0,WR,LAR,NO,0.09736616412798564,0.26927800973256427,0.0,0.2920984923839569,0.8078340291976929,0.0,0.292098488542175,0.807834042553192,0,,0.438470366492136,0.0061278067876529,NA,4.71908467638358,
Russell Gage,3000.0,WR,ATL,WAS,0.0956709086894989,0.21084042390187582,0.0,0.2870127260684967,0.6325212717056274,0.0,0.287012724117987,0.632521276595745,0,,0.329614735476329,0.00256544987700463,NA,4.42023911851054,
Marcus Kemp,3000.0,WR,KC,CLE,0.09465530514717102,0.19568268458048502,0.0,0.28396591544151306,0.5870480537414551,0.0,0.283965909090909,0.587048024316109,0,,0.446656998329726,0.017298550726747,8.3,6.2453483688515,
Brett Hundley,4300.0,QB,SEA,LAC,0.09446818468182587,0.3696295826934105,0.0,0.4062131941318512,1.589407205581665,0.0,0.71242636092401,1.58940719044563,0,0.1,1.14269485051989,0.152320103297292,NA,7.22801282700921,
Geremy Davis,3000.0,WR,LAC,SEA,0.09003575642903645,0.22506916522979736,-0.014666666587193808,0.2701072692871094,0.6752074956893921,-0.04399999976158142,0.270107279905219,0.675207496041895,-0.044,,0.418244519049003,0.0269448375957552,NA,4.66355787812617,
Derek Anderson,4300.0,QB,BUF,CHI,0.08996050718218782,0.2121759985768518,0.0,0.3868301808834076,0.9123567938804626,0.0,0.386830182501342,0.912356793875943,0,,0.747755968087111,0.0888430966002081,1,5.19018381304873,
Brandon Zylstra,3000.0,WR,MIN,DET,0.08774247765541077,0.19790780544281006,0.0,0.2632274329662323,0.5937234163284302,0.0,0.263227436823105,0.593723404255319,0,,0.375433539276555,0.055499775366945,1,3.88158672497716,
Trevor Siemian,4400.0,QB,MIN,DET,0.08632698519663376,0.26285320520401,0.0,0.3798387348651886,1.156554102897644,0.0,0.559677451257754,1.15655405666265,0,0.2,0.673665913388741,0.0564428186386451,NA,5.78675297798493,
Derek Watt,3000.0,RB,LAC,SEA,0.08002683023611705,0.09846014777819316,0.0,0.24008049070835114,0.29538044333457947,0.0,0.180160996222346,0.295380434782609,0,0.3,0.141854410396931,0.0848353132609899,3.5,5.31846956606901,
Orson Charles,2500.0,TE,CLE,KC,0.07696401476860046,0.14676510095596312,0.0,0.19241003692150116,0.36691275238990784,0.0,0.192410043881034,0.366912765957447,0,,0.211642141832755,0.0954757249037671,NA,4.2660680236515,
Jehu Chesson,3000.0,WR,WAS,ATL,0.07436581452687581,0.16408267617225647,0.0,0.22309744358062744,0.4922480285167694,0.0,0.223097447795824,0.49224802431611,0,,0.343363758603415,0.0467693956057025,NA,4.45798484143072,
Justin Davis,3000.0,RB,LAR,NO,0.06582501033941905,0.1638492743174235,0.0,0.19747503101825714,0.4915478229522705,0.0,0.197475029036005,0.491547826086957,0,,0.458590829046797,0.0138945309248314,NA,5.09748260010705,
Nick Bellore,3000.0,RB,DET,MIN,0.06233333547910055,0.06233333547910055,0.06233333547910055,0.18700000643730164,0.18700000643730164,0.18700000643730164,0.187,0.187,0.187,,NA,0.0244929785913358,NA,NA,
Teddy Bridgewater,4500.0,QB,NO,LAR,0.054830832613839045,0.16002925237019858,0.0,0.2467387467622757,0.7201316356658936,0.0,0.293477500597393,0.720131654551956,0,0.2,0.358408463503443,0.0358601804405721,NA,4.81801124660128,
Michael Burton,3000.0,RB,CHI,BUF,0.04828434685866038,0.10256540775299072,0.0,0.14485304057598114,0.30769622325897217,0.0,0.144853046594982,0.307696220930233,0,,0.176590107687186,0.1006757507304,NA,4.19388780910774,
Matt Schaub,4400.0,QB,ATL,WAS,0.047174414450472046,0.0893584909764203,0.0,0.20756742358207703,0.3931773602962494,0.0,0.215134838704931,0.393177372092345,0,0.2,0.224150983556834,0.0215629814663352,NA,4.40545692434179,
Colt McCoy,4400.0,QB,WAS,ATL,0.045110800049521706,0.1659251343120228,0.0,0.1984875202178955,0.7300705909729004,0.0,0.296975050812773,0.730070612171868,0,0.1,0.380632378752798,0.0195769804194552,NA,4.88630220735293,
Sean Mannion,4400.0,QB,LAR,NO,0.041352527385408226,0.09241303937001662,0.0,0.1819511204957962,0.4066173732280731,0.0,0.163902250733859,0.406617360563874,0,0.2,0.249700794886087,0.014771504678231,NA,4.48396789520903,
Kevin Hogan,4000.0,QB,DEN,HOU,0.0396646223962307,0.12064186483621597,0.0,0.1586584895849228,0.4825674593448639,0.0,0.217316975258481,0.482567466946853,0,0.1,0.365898362466458,0.0120069703282447,NA,4.84102665096987,
David Fales,4000.0,QB,MIA,NYJ,0.03645731881260872,0.1353515237569809,-0.005496524274349213,0.14582927525043488,0.5414060950279236,-0.02198609709739685,0.19165854332165,0.541406089528196,-0.0219860964138742,0.1,0.313472391338737,0.00128473759867467,NA,4.67992902723975,
Chad Henne,4300.0,QB,KC,CLE,0.03435874054598254,0.1289146861364675,0.0,0.14774258434772491,0.5543331503868103,0.0,0.195485171155541,0.554333163207491,0,0.1,0.275476808200601,0.00429279983101463,NA,4.56317395291062,
Ben Braunecker,2500.0,TE,CHI,BUF,0.03394633829593659,0.07463515400886536,0.0,0.08486584573984146,0.1865878850221634,0.0,0.0848658420551855,0.186587888198758,0,,0.15678896245604,0.0275949811577846,NA,4.07853991781907,
Chase Daniel,4300.0,QB,CHI,BUF,0.03380537033081055,0.1345984048621599,-0.014871597983116328,0.14536309242248535,0.5787731409072876,-0.06394787132740021,0.190726199327403,0.578773163207491,-0.0639478737997257,0.1,0.304307998150075,0.0137643679011987,NA,4.6517681380113,
Geno Smith,4300.0,QB,LAC,SEA,0.033723420875017035,0.12040749538776487,-0.00021437457816805258,0.14501070976257324,0.5177522301673889,-0.0009218106861226261,0.190021412118549,0.517752254180895,-0.00092181069958849,0.1,0.272898391766751,0.0279294942383846,NA,4.55525084244562,
Taylor Heinicke,4000.0,QB,CAR,TB,0.03253519907593727,0.08996739983558655,0.0,0.13014079630374908,0.3598695993423462,0.0,0.16028158502647,0.359869594606427,0,0.1,0.293297104782983,0.0277583369784244,NA,4.61793321386153,
Brandon Weeden,4400.0,QB,HOU,DEN,0.027043170888315544,0.08043814111839641,-0.003863636573607271,0.11898995190858841,0.3539278209209442,-0.017000000923871994,0.137979907084785,0.353927826086957,-0.017,0.1,0.307884219401895,0.0336296752090913,NA,4.66275736211547,
Joshua Dobbs,4400.0,QB,PIT,BAL,0.025803021747957573,0.08438883179968053,-0.02497630701823668,0.11353329569101334,0.37131085991859436,-0.1098957508802414,0.127066589011306,0.37131085179348,-0.109895747599451,0.1,0.308612647935906,0.0559637761119522,NA,4.6649957203826,
Deon Yelder,2500.0,TE,KC,CLE,0.023302888870239256,0.05121337175369263,0.0,0.058257222175598145,0.12803342938423157,0.0,0.0582572227399814,0.128033434650456,0,,0.107492386987388,0.0301149732125712,NA,3.91000832992017,
Sean Culkin,2500.0,TE,LAC,SEA,0.022513799369335175,0.04911756813526154,0.0,0.056284498423337936,0.12279392033815384,0.0,0.0562844990548204,0.122793920972644,0,,0.102844334027839,0.0562844990548204,2.5,4.40428963723787,
Matt Cassel,4400.0,QB,DET,MIN,0.020640213042497635,0.0577847117727453,-0.040879473090171814,0.0908169373869896,0.25425273180007935,-0.17986968159675598,0.0816338747400813,0.254252728599364,-0.179869684499314,0.1,0.168859006218224,0.045922909605033,NA,4.23555246727624,
Jordan Lasley,3000.0,WR,BAL,PIT,0.016349999854962032,0.04003058125575384,0.0,0.04904999956488609,0.1200917437672615,0.0,0.04905,0.120091743119266,0,,0.10271949765227,0.04905,NA,3.79733488017656,
Darrel Williams,3000.0,RB,KC,CLE,0.015266106774409613,0.033623854319254555,0.0,0.045798320323228836,0.10087156295776367,0.0,0.0457983193277311,0.100871559633028,0,,0.0847691757210294,0.0233523259841571,NA,3.89967254813499,
Joe Webb,4000.0,QB,HOU,DEN,0.015142938122153282,0.03817097097635269,-0.0011282578343525529,0.06057175248861313,0.15268388390541077,-0.0045130313374102116,0.0605717510586271,0.152683890577508,-0.00451303155006859,,0.13098392969927,0.0545054685358373,NA,4.1191676928114,
Taiwan Jones,3000.0,RB,BUF,CHI,0.014185423652331034,0.03368271142244339,0.0,0.0425562709569931,0.10104813426733017,0.0,0.0425562724014337,0.101048136645963,0,,0.0768702421294271,0.0413884152585765,NA,3.87436255880798,
John Kelly,3900.0,RB,LAR,NO,0.0005989010708454328,0.0014663216634056508,0.0,0.002335714176297188,0.005718654487282038,0.0,0.00233571428571429,0.00571865443425076,0,,0.00489140465010809,0.00233571428571429,NA,3.64372590548694,
Mason Rudolph,4400.0,QB,PIT,BAL,0.00029145131437954575,0.0006255285221744667,0.0,0.0012823857832700014,0.0027523254975676537,0.0,0.00128238583410997,0.00275232558139535,0,,0.00229056524088451,0.000997542628535059,NA,3.72371111359856,
Drew Stanton,4000.0,QB,CLE,KC,0.0001424216025043279,0.0003550458641257137,0.0,0.0005696864100173116,0.0014201834565028548,0.0,0.000569686411149826,0.00142018348623853,0,,0.00131668766230526,0.000569686411149826,NA,3.72071852499527,
