name,salary,position,team,opposing_team,median_value,upper_value,lower_value,median,upper,lower,ffa_median,ffa_upper,ffa_lower,pff_median,sdPts,dropoff,sdRank,risk,offset
Ito Smith,3700.0,RB,ATL,WAS,2.2985677461366394,2.639070974813925,1.5003706957842853,8.504700660705566,9.764562606811523,5.5513715744018555,8.20940084033613,9.76456274285714,5.55137142857143,8.8,1.87693199231567,0.208730725870595,1.6,6.9041948881516,
Vance McDonald,3700.0,TE,PIT,BAL,2.29511157886402,3.037786226014833,2.0585633612967826,8.491912841796875,11.239809036254883,7.616684436798096,9.58382647374334,11.2398094685607,7.6166844563042,7.4,2.24529768407551,1.28687652870467,0.7,7.38263130550375,
Tyreek Hill,8000.0,WR,KC,CLE,2.291300058364868,2.6570982933044434,1.9780761003494263,18.330400466918945,21.256786346435547,15.82460880279541,19.1608019284276,21.2567865734774,15.8246090534979,17.5,1.94664909626419,1.37816335553677,1.5,6.19355119132311,
O.J. Howard,4300.0,TE,TB,CAR,2.281146382176599,3.034453724705896,2.096777627634448,9.808929443359375,13.048151016235352,9.016143798828125,11.1178587870823,13.0481505487872,9.01614409606404,8.5,1.877704927938,0.876541979787438,1.6,7.09622699746402,
Tyrell Williams,4200.0,WR,LAC,SEA,2.271752811613537,3.056514603751046,1.7198790822710308,9.541361808776855,12.837361335754395,7.22349214553833,10.3827234491656,12.8373613749419,7.22349206349206,8.7,2.45472959755529,0.0586751971129331,4.2,7.72908556345846,
Charles Clay,2700.0,TE,BUF,CHI,2.2400184913917824,2.3632159056486906,1.4555555802804452,6.0480499267578125,6.380682945251465,3.930000066757202,5.39609948417744,6.38068306221571,3.93,6.7,1.02568864179352,0.203608157919553,1.9,5.75380283187758,
Taylor Gabriel,5100.0,WR,CHI,BUF,2.2257556167303347,2.605928533217486,1.3431372362024645,11.351353645324707,13.29023551940918,6.849999904632568,11.0027079034015,13.2902355797867,6.85,11.7,3.16355479141529,0.131160392950001,3.1,8.36061676055171,
Benjamin Watson,3200.0,TE,NO,LAR,2.2245505452156067,2.62183278799057,1.5626244246959686,7.118561744689941,8.389864921569824,5.0003981590271,7.23712382670838,8.389865,5.00039814441307,7,1.28030748753342,1.22047824943994,0.9,5.80909965046315,
Mike Davis,3400.0,RB,SEA,LAC,2.2191699813393986,2.4109374775606045,1.6341259900261373,7.545177936553955,8.197187423706055,5.556028366088867,6.89035614344503,8.19718735714286,5.55602857142857,8.2,1.21766522048391,0.191803690531454,2.6,6.47643063697757,
JuJu Smith-Schuster,7200.0,WR,PIT,BAL,2.216234736972385,2.224703629811605,1.6205006175571017,15.956890106201172,16.017866134643555,11.667604446411133,14.6137798180411,16.0178664089749,11.6676049209217,17.3,1.62821689984581,0.450077885125413,2,5.91165426629946,
Quincy Enunwa,4000.0,WR,NYJ,MIA,2.2060530185699463,2.5724661350250244,1.377500057220459,8.824212074279785,10.289864540100098,5.510000228881836,8.44842460886794,10.289865,5.51,9.2,2.24253823037562,0.121721554604477,33.4,16.501798558543,
DeVante Parker,4600.0,WR,MIA,NYJ,2.194926220437755,3.235964982405953,1.0273912678594175,10.096660614013672,14.885438919067383,4.72599983215332,10.9933212185966,14.8854390048772,4.726,9.2,4.95941395712117,0.281190146578162,3.8,11.0430246694963,
Danny Amendola,4700.0,WR,MIA,NYJ,2.193277845991419,2.3063298489185087,1.8808510962952958,10.308405876159668,10.839750289916992,8.84000015258789,10.0168113641951,10.8397507598784,8.84,10.6,0.988503498892331,0.29035244735609,4.8,5.90268825987381,
Mike Williams,3800.0,WR,LAC,SEA,2.1797727283678556,2.4626867394698295,1.7309717128151343,8.283136367797852,9.358209609985352,6.57769250869751,8.26627251837995,9.35821,6.57769268298901,8.3,1.18619114611357,0.328183985488182,3.5,5.77051459138948,
Kelvin Benjamin,3500.0,WR,BUF,CHI,2.169619560241699,2.1353278841291154,1.4342857088361467,7.593668460845947,7.473647594451904,5.019999980926514,6.4873366156828,7.47364741641337,5.02,8.7,1.0511839970808,0.106463247099708,2.5,5.27478409995908,
Theo Riddick,3800.0,RB,DET,MIN,2.168247574254086,2.2363487042878805,1.6015977608530145,8.239340782165527,8.498125076293945,6.086071491241455,7.47868171663727,8.498125,6.08607142857143,9,1.11837776712053,0.133577304584385,4.2,7.32289116691512,
Anthony Miller,3700.0,WR,CHI,BUF,2.1324562382053682,2.4981694608121305,1.6554054054054053,7.890088081359863,9.243227005004883,6.125,7.88017621174455,9.24322674418605,6.125,7.9,1.34272539216251,0.426463473893328,3.9,6.10954847074358,
David Moore,3900.0,WR,SEA,LAC,2.127677966386844,2.728863251514924,1.7151282383845403,8.297944068908691,10.642566680908203,6.689000129699707,8.49588837478311,10.6425668604651,6.689,8.1,1.98426619411961,0.0284905839133867,4.2,7.08329490960534,
Trey Burton,4500.0,TE,CHI,BUF,2.111376656426324,2.3849754333496094,1.9288889567057292,9.501194953918457,10.732389450073242,8.680000305175781,10.0023906721287,10.7323895348837,8.68,9,1.08466203379066,0.532089403572581,1.1,5.55065824168214,
Frank Gore,3500.0,RB,MIA,NYJ,2.073941911969866,2.5712525503976003,1.5028572082519531,7.258796691894531,8.999383926391602,5.260000228881836,7.31759335684891,8.99938372093023,5.26,7.2,1.60874263255096,0.462415285126396,2.1,6.78875311707953,
Javorius Allen,3800.0,RB,BAL,PIT,2.060680389404297,2.712394814742239,1.2031691952755577,7.830585479736328,10.307100296020508,4.572042942047119,7.83058565549677,10.3071,4.57204285714286,,2.19098674487068,0.404937063549701,2.6,8.03580299454304,
Jordan Reed,4800.0,TE,WAS,ATL,2.0338022708892822,2.423209349314372,1.62500003973643,9.762250900268555,11.631404876708984,7.800000190734863,10.3245015311208,11.631405,7.8,9.2,1.3153206244523,0.244240153321959,1,5.90694379633523,
T.J. Jones,3000.0,WR,DET,MIN,2.0253357887268066,2.5919604301452637,0.7256666819254557,6.07600736618042,7.775881290435791,2.177000045776367,5.55201439346058,7.77588147361027,2.177,6.6,2.46174522918875,0.0230140206151974,7.2,8.66994668786615,
Jeff Heuerman,2600.0,TE,DEN,HOU,2.023064906780536,2.3361906638512244,1.038461556801429,5.2599687576293945,6.074095726013184,2.700000047683716,4.71993795836288,6.07409551054464,2.7,5.8,1.30218718721674,0.0764115247891439,2.5,6.45440319544707,
Ed Dickson,3300.0,TE,SEA,LAC,2.0193829680934097,1.9656448653250032,0.8939394083890049,6.663963794708252,6.48662805557251,2.950000047683716,4.82792731920392,6.48662790697674,2.95,8.5,1.5334839693405,0.144716206003743,2.5,6.84977359994924,
Tim Patrick,3000.0,WR,DEN,HOU,2.006501038869222,2.094990094502767,0.3766666650772095,6.019503116607666,6.284970283508301,1.1299999952316284,4.13900636205899,6.28497021276596,1.13,7.9,2.49576022085779,0.0913834662247233,7.5,8.80976111970365,
Maurice Harris,3300.0,WR,WAS,ATL,2.001809495868105,2.355728004917954,0.6026788913842404,6.605971336364746,7.773902416229248,1.9888403415679932,5.51194272521295,7.77390218878249,1.98884033613445,7.7,2.20137517948881,0.319623237518671,3.6,7.19506754431627,
Josh Doctson,4200.0,WR,WAS,ATL,1.9983775275094167,2.281262534005301,1.7870935939607164,8.39318561553955,9.581302642822266,7.50579309463501,8.48637097287151,9.58130275229358,7.50579319509374,8.3,1.21555959641241,0.0685918733640616,2.8,5.59354053120464,
Chris Godwin,4400.0,WR,TB,CAR,1.9966732371937144,2.507016442038796,1.565444469451904,8.785362243652344,11.030872344970703,6.887955665588379,9.57072385492856,11.0308720930233,6.88795554217136,8,1.71849595640466,0.0995476818022532,2.3,6.12870065069328,
Chris Herndon,3000.0,TE,NYJ,MIA,1.9895319938659668,2.632030963897705,1.7399999300638835,5.9685959815979,7.896092891693115,5.21999979019165,6.63719167035943,7.89609302325581,5.22,5.3,1.42721591241044,1.33304722064511,1.4,6.25018937228463,
Zay Jones,3400.0,WR,BUF,CHI,1.9779202517341166,2.157734983107623,1.5294117086073933,6.724928855895996,7.336298942565918,5.199999809265137,6.34985747884288,7.33629914377098,5.2,7.1,0.894817672022355,0.100194609026918,2.5,5.06014485158679,
Robby Anderson,4300.0,WR,NYJ,MIA,1.9762791034787202,2.194574045580487,1.2848281860351562,8.498000144958496,9.436668395996094,5.524761199951172,7.996000854039,9.43666808510638,5.52476097105509,9,1.74905001096892,0.3193180015393,9.6,8.43663665303012,
Adam Humphries,3600.0,WR,TB,CAR,1.9730285803476968,2.434597545199924,1.4166666401757133,7.102902889251709,8.764551162719727,5.099999904632568,7.20580588287226,8.76455143759632,5.1,7,1.55074908112196,0.16852237392745,3.3,6.20884999831622,
Nick Vannett,2700.0,TE,SEA,LAC,1.9579246309068468,2.314576926054778,1.4818973894472474,5.286396503448486,6.2493577003479,4.001122951507568,5.17279323726457,6.24935779816514,4.0011228668942,5.4,0.92180038031575,0.225379095430361,2.3,5.72819576559807,
Laquon Treadwell,3300.0,WR,MIN,DET,1.9378467039628464,2.1936354492649888,1.2727272149288293,6.394894123077393,7.238996982574463,4.199999809265137,6.18978863607635,7.23899696048632,4.2,6.6,1.06887816939005,0.405974905617243,4.1,5.79572887044181,
Jakeem Grant,3700.0,WR,MIA,NYJ,1.9359770336666622,2.406238349708351,1.5972972560573269,7.16311502456665,8.903081893920898,5.909999847412109,7.12623043802782,8.9030820668693,5.91,7.2,1.3979522790803,0.272060020907196,4,6.21639775372597,
Mohamed Sanu,5100.0,WR,ATL,WAS,1.9345264808804383,2.1010617648853978,1.3999999738207052,9.866085052490234,10.715415000915527,7.139999866485596,9.53217050831962,10.7154145542275,7.14,10.2,1.3289850270253,0.225778948227839,3.2,5.87340026459124,
Kenny Stills,4300.0,WR,MIA,NYJ,1.8806033910706987,2.2750202445096748,0.9157520671223486,8.086594581604004,9.782587051391602,3.9377338886260986,7.47318949325485,9.78258720930233,3.93773389355742,8.7,2.52137997698691,0.153168560594929,9.2,9.37262612824704,
Calvin Ridley,5700.0,WR,ATL,WAS,1.8597776847973204,2.0420241774174204,1.2594073278862132,10.600732803344727,11.639537811279297,7.178621768951416,10.6014652981742,11.639537993921,7.17862167677504,10.6,1.66597126329359,0.171586339300394,3.9,6.55325814284266,
Allen Robinson,5200.0,WR,CHI,BUF,1.8326928065373347,2.1301904091468225,0.03127917933922547,9.53000259399414,11.076990127563477,0.16265173256397247,6.76000425437946,11.07699,0.16265172735761,12.3,3.89786040969981,0.0723849371114058,8.1,10.9206271508327,
Curtis Samuel,3500.0,WR,CAR,TB,1.831066404070173,1.965883799961635,1.1999999455043249,6.4087324142456055,6.880593299865723,4.199999809265137,6.21746460263286,6.88059316770186,4.2,6.6,1.0753577446164,0.187963123667704,3.7,5.68045905320111,
Gerald Everett,2600.0,TE,LAR,NO,1.8189846552335298,1.76745946590717,1.0906873299525335,4.729360103607178,4.595394611358643,2.835787057876587,3.65871979808988,4.59539453742429,2.83578711484594,5.8,0.792454176661387,0.396290379271929,1.4,5.16515048016845,
Jermaine Kearse,4200.0,WR,NYJ,MIA,1.8098335039047968,2.435583160037086,1.6654418763660248,7.6013007164001465,10.229449272155762,6.994855880737305,9.20260128225057,10.2294495412844,6.99485601476085,6,1.27918044628483,0.492469599902053,4.8,6.30169157138705,
Vernon Davis,2800.0,TE,WAS,ATL,1.7700338363647463,2.4852263927459717,1.3127194132123676,4.956094741821289,6.958633899688721,3.675614356994629,5.21218941525121,6.95863372093023,3.67561437908497,4.7,1.29093024321974,0.0923423143866753,2,6.24519123852313,
Mark Andrews,2600.0,TE,BAL,PIT,1.7460547960721529,1.9028375698969913,1.4499999926640437,4.539742469787598,4.947377681732178,3.7699999809265137,4.53974269819193,4.94737750759878,3.77,,0.47360068889673,0.0730665145376683,2.1,4.88607142875118,
Antonio Gates,2700.0,TE,LAC,SEA,1.7318421823007089,2.0402117128725403,1.1603703322233976,4.675973892211914,5.508571624755859,3.132999897003174,4.45194797960645,5.50857142857143,3.133,4.9,1.14432523091662,0.555811046473955,2.7,6.26054753892011,
Cameron Brate,2600.0,TE,TB,CAR,1.72440400490394,2.776534924140343,0.7476676885898297,4.483450412750244,7.218990802764893,1.9439359903335571,5.06690096446449,7.21899082568807,1.94393594388836,3.9,2.32291358944743,0.292968325681092,3,8.38916595497959,
Hayden Hurst,2600.0,TE,BAL,PIT,1.7236170401939979,2.263655662536621,1.2223076820373535,4.4814043045043945,5.885504722595215,3.177999973297119,4.48140438770207,5.88550458715596,3.178,,1.36010301360456,0.18865336381129,2.1,6.40142663384136,
Chris Ivory,3900.0,RB,BUF,CHI,1.6908574715638773,1.9109505873460038,0.8974358974358975,6.594344139099121,7.452707290649414,3.5,5.98868847736625,7.45270712401055,3.5,7.2,1.46577392032878,0.623943241653025,2.2,6.62254654395826,
Mike Gesicki,2600.0,TE,MIA,NYJ,1.6410680917593148,1.9658288588890662,1.073461495912992,4.266777038574219,5.111155033111572,2.7909998893737793,4.13355406817511,5.11115501519757,2.791,4.4,0.91436238759324,0.64572507414596,2.2,5.67748757991972,
Alfred Blue,3600.0,RB,HOU,DEN,1.6238248348236084,1.8413979477352567,0.505086878935496,5.84576940536499,6.629032611846924,1.8183127641677856,4.89153874191652,6.62903267856469,1.81831275720165,6.8,1.92427085572019,0.0588634402105104,3.4,8.11125883834705,
Ryan Griffin,2500.0,TE,HOU,DEN,1.6092967987060547,2.040627288818359,1.6003849029541015,4.023241996765137,5.101568222045898,4.000962257385254,4.64648426803747,5.10156838905775,4.00096245733788,3.4,0.459601058497103,0.0498998930564492,7,6.72384443081091,
Chris Conley,3200.0,WR,KC,CLE,1.6091270744800568,2.208632379770279,1.4481249451637268,5.149206638336182,7.067623615264893,4.633999824523926,5.69841313906425,7.06762352535967,4.634,4.6,1.53278579506674,0.149376932095047,4.1,6.43252060966188,
Jesse James,2700.0,TE,PIT,BAL,1.602333386739095,2.186095626265914,0.7288939864547164,4.326300144195557,5.902458190917969,1.9680137634277344,4.55260015085204,5.90245814640953,1.96801372677926,4.1,1.58895827508204,0.0420266079050364,1.6,6.60265384919071,
Rashard Higgins,3700.0,WR,CLE,KC,1.5862741985836544,2.193968747113202,0.6374956466056205,5.8692145347595215,8.117684364318848,2.358733892440796,5.86921432185397,8.11768389057751,2.35873389355742,,2.49855684383898,0.244000555591554,19,12.3833187243449,
Keke Coutee,5300.0,WR,HOU,DEN,1.5171880542107348,2.5571114162229143,0.8056603737597196,8.041096687316895,13.552690505981445,4.269999980926514,9.88219397874948,13.552690448238,4.27,6.2,4.0328755756108,0.330746797125389,4.8,10.0816042385425,
Michael Roberts,2500.0,TE,DET,MIN,1.4809289932250977,1.5239104270935058,0.7835999965667725,3.702322483062744,3.8097760677337646,1.9589999914169312,3.00464505119454,3.8097761627907,1.959,4.4,0.853244788072651,0.0551076535278496,2,5.49702745579647,
Andre Holmes,3100.0,WR,BUF,CHI,1.3650601910006614,1.3470928130611297,0.5258064500747188,4.231686592102051,4.175987720489502,1.6299999952316284,2.76337282967457,4.17598784194529,1.63,5.7,1.46899640152342,0.288471036444417,3.2,6.06558957501095,
Jacquizz Rodgers,3000.0,RB,TB,CAR,1.3586438496907551,1.574341615041097,0.4336090882619222,4.075931549072266,4.723024845123291,1.3008272647857666,3.6518634782308,4.72302475600169,1.30082726423903,4.5,1.34282886439196,0.198813569983948,2.5,6.61411145508576,
LeGarrette Blount,3400.0,RB,DET,MIN,1.325680929071763,1.7177392454708325,0.4393256411832922,4.507315158843994,5.84031343460083,1.4937071800231934,4.41463059964727,5.84031324312334,1.49370714285714,4.6,1.6281244212214,0.721396876404883,2.9,7.32257014902097,
Brandon Powell,3000.0,WR,DET,MIN,1.3236182530721028,1.8848762512207031,1.1923333009084065,3.9708547592163086,5.654628753662109,3.5769999027252197,4.74170960386624,5.65462881161828,3.577,3.2,1.09275453220259,0.380323957913419,NA,6.51531620510296,
Trenton Cannon,3600.0,RB,NYJ,MIA,1.3056902090708415,1.4808372656504314,0.21111110846201578,4.700484752655029,5.331014156341553,0.7599999904632568,3.60096942260775,5.33101406727829,0.76,5.8,1.79148613156947,0.488047572715533,3.3,7.83567688074154,
Royce Freeman,3800.0,RB,DEN,HOU,1.2855473317598043,1.9056691621479236,-0.010050522457612189,4.885079860687256,7.241542816162109,-0.038191985338926315,4.8850800566748,7.241543,-0.0381919850885368,,3.0864866578982,0.216236376486679,9.3,13.6811547054761,
Jason Croom,2500.0,TE,BUF,CHI,1.2730423927307128,1.3966279029846191,0.8880000114440918,3.1826059818267822,3.491569757461548,2.2200000286102295,2.86521214285714,3.49156976744186,2.22,3.5,0.70853998227895,0.111466598658433,NA,5.9648266347276,
Dalvin Cook,5300.0,RB,MIN,DET,1.2671497632872384,1.4896890352357108,0.4434524842028348,6.715893745422363,7.895351886749268,2.3502981662750244,5.63178705475115,7.89535179403542,2.35029822926375,7.8,2.28087910923633,0.63716597545523,16.5,16.9153660269341,
Matt LaCosse,2500.0,TE,DEN,HOU,1.2458037376403808,1.5495290756225586,0.2631999969482422,3.114509344100952,3.8738226890563965,0.6579999923706055,2.72901874633861,3.87382279635258,0.658,3.5,1.30984022220637,0.0741030424678133,3.4,6.80943055309427,
Antonio Callaway,4200.0,WR,CLE,KC,1.2340883981613886,1.6681394122895739,0.8619047346569243,5.183171272277832,7.006185531616211,3.619999885559082,5.18317141552951,7.00618541033435,3.62,,1.95493949345697,0.604755235426955,2,6.3601363284873,
Damion Ratley,3500.0,WR,CLE,KC,1.2307567596435547,1.5743609837123327,0.7828571455819267,4.307648658752441,5.510263442993164,2.740000009536743,4.30764853556677,5.51026340493452,2.74,,1.26537005787287,0.147620300920615,5.4,6.46898067218555,
Demetrius Harris,2500.0,TE,KC,CLE,1.216542625427246,1.3363825798034668,0.8001924514770508,3.0413565635681152,3.340956449508667,2.000481128692627,2.88271291591174,3.34095652173913,2.00048122866894,3.2,0.753420839140738,0.0618744486807068,1.2,5.02244039960341,
Travis Benjamin,3500.0,WR,LAC,SEA,1.1958727155412947,1.4892285210745675,0.5134285858699253,4.185554504394531,5.212299823760986,1.7970000505447388,3.67110920743977,5.2123,1.797,4.7,1.53609080879661,0.219674393318778,4.1,6.43705730042682,
Josh Hill,2600.0,TE,NO,LAR,1.1553693734682522,1.4919785352853627,0.929102897644043,3.003960371017456,3.8791441917419434,2.4156675338745117,3.20792064766749,3.87914419611816,2.41566760037348,2.8,0.642156940607397,0.229145561068568,3,5.51614096077095,
C.J. Anderson,3300.0,RB,CAR,TB,1.1219894524776575,1.2608562816273083,0.6524415449662643,3.7025651931762695,4.160825729370117,2.153057098388672,3.30513039388595,4.16082568807339,2.15305714285714,4.1,0.951311417653834,0.479941039584558,2.2,5.79831879847539,
Jarius Wright,3300.0,WR,CAR,TB,1.1164790211301863,1.6892966357144443,0.5303030303030303,3.6843807697296143,5.574678897857666,1.75,4.16876171174154,5.57467889908257,1.75,3.2,1.66414266701208,0.023611151936656,3.7,6.48866601943063,
Josh Bellamy,3000.0,WR,CHI,BUF,1.1145559946695964,1.695368766784668,0.3700000047683716,3.343667984008789,5.086106300354004,1.1100000143051147,3.34366796684544,5.08610638297873,1.11,,2.39161799791509,0.232322163586709,4.8,7.82870040691339,
Cameron Meredith,3500.0,WR,NO,LAR,1.1073278018406458,1.6398968015398299,0.6114286014011928,3.8756473064422607,5.739638805389404,2.140000104904175,4.15129475755077,5.73963881521209,2.14,3.6,1.94152444992661,0.0527006324918666,4.8,7.21087082754996,
Rishard Matthews,3500.0,WR,NYJ,MIA,1.0910091400146484,2.091625486101423,0.5699374675750732,3.8185319900512695,7.3206892013549805,1.9947811365127563,4.03706390360973,7.32068937140073,1.99478118756035,3.6,2.79226314776562,0.236033773250713,5.2,8.50281782098553,
Nick Boyle,2500.0,TE,BAL,PIT,1.0682262420654296,1.580770778656006,0.6199999809265136,2.670565605163574,3.9519269466400146,1.5499999523162842,2.67056568370453,3.95192705167173,1.55,,1.12406455567922,0.0520774155872714,2.4,6.11193282409987,
Ryan Switzer,3100.0,WR,PIT,BAL,1.0435702723841513,1.7145647541169198,0.1313155408828489,3.235067844390869,5.315150737762451,0.40707817673683167,3.2701356355326,5.31515086371902,0.407078189300412,3.2,2.02004802643708,0.410786952819303,5.9,7.66010908779349,
Jordan Thomas,2900.0,TE,HOU,DEN,1.0374031395747745,1.6013352624301254,0.5103448341632711,3.0084691047668457,4.643872261047363,1.4800000190734863,3.31693818996843,4.64387209302326,1.48,2.7,1.26020196015826,0.210655340537413,1.7,6.0786835711872,
Luke Willson,2500.0,TE,DET,MIN,1.035292911529541,1.4111555099487305,0.6,2.5882322788238525,3.527888774871826,1.5,2.77646479160492,3.52788882361455,1.5,2.4,0.828962388647582,0.0464422700393725,1.8,5.37953209853231,
Darren Fells,2500.0,TE,CLE,KC,1.0217109680175782,1.3028008460998535,0.6691999912261963,2.5542774200439453,3.257002115249634,1.6729999780654907,2.55427742564603,3.25700217391304,1.673,,0.781374592428201,0.103177322449648,2.9,5.71612066176882,
Deontay Burnett,3300.0,WR,NYJ,MIA,1.012403170267741,2.268303524364125,1.3969697374286074,3.340930461883545,7.485401630401611,4.610000133514404,6.28186113699907,7.48540151975684,4.61,0.4,1.6925642332981,0.0782345176444625,6.3,7.33474628140921,
Virgil Green,2500.0,TE,LAC,SEA,1.0092339515686035,1.3718817710876465,0.9840000152587891,2.523084878921509,3.429704427719116,2.4600000381469727,2.94616967333008,3.42970434782609,2.46,2.1,0.482617086970736,0.0722071439456413,2.5,5.05345952871346,
Jordan Leggett,2500.0,TE,NYJ,MIA,0.960289478302002,1.124274444580078,0.13600000143051147,2.400723695755005,2.8106861114501953,0.3400000035762787,1.70144758654315,2.81068604651163,0.34,3.1,1.15111918490161,0.00727002923428266,2.2,6.08219113809703,
Justin Hunter,3000.0,WR,PIT,BAL,0.9550073146820068,1.1706468264261882,0.34566664695739746,2.8650219440460205,3.5119404792785645,1.0369999408721924,2.23004388103364,3.51194042553192,1.037,3.5,1.2064279821931,0.0229714243976122,2.7,5.54996481228293,
Chris Moore,3000.0,WR,BAL,PIT,0.9220471382141113,1.197901725769043,0.21700000762939453,2.766141414642334,3.593705177307129,0.6510000228881836,2.76614139444174,3.59370519877676,0.651,,1.11543154079346,0.0952569893972068,2.4,5.33193369576751,
Spencer Ware,4000.0,RB,KC,CLE,0.8918254971504211,1.1866284608840942,0.5924999713897705,3.5673019886016846,4.746513843536377,2.369999885559082,3.73460396825397,4.74651376146789,2.37,3.4,0.996858356413418,0.108187517834692,1.9,5.68275325504929,
Maxx Williams,2500.0,TE,BAL,PIT,0.8848834037780762,1.3058671951293945,0.2643361330032349,2.2122085094451904,3.2646679878234863,0.6608403325080872,2.21220855619372,3.26466800420168,0.660840336134454,,1.0939305279301,0.146762413325841,5,7.04826545630597,
A.J. Derby,2500.0,TE,MIA,NYJ,0.8395421981811524,1.3908032417297362,0.6800000190734863,2.098855495452881,3.477008104324341,1.7000000476837158,2.59771081219746,3.47700810343517,1.7,1.6,0.945679022943077,0.0853881670512555,8,7.93466811233657,
Tyler Higbee,2600.0,TE,LAR,NO,0.8019937918736384,1.288612622481126,0.1903909330184643,2.08518385887146,3.3503928184509277,0.4950164258480072,2.47036786464639,3.35039283271448,0.495016424317167,1.7,1.11188490658992,0.123906404572237,3.6,6.54704074946333,
Marcus Murphy,3300.0,RB,BUF,CHI,0.7982957724368934,0.8679788040392327,0.12121212301832257,2.634376049041748,2.8643300533294678,0.4000000059604645,1.56875205761317,2.8643301649843,0.4,3.7,1.12707161107124,0.3061040709899,2.2,6.07990672220711,
Aldrick Robinson,3200.0,WR,MIN,DET,0.7975402474403381,1.6124288737773895,0.2515625022351742,2.552128791809082,5.1597723960876465,0.8050000071525574,3.40425743539737,5.1597725,0.805,1.7,1.7005466957336,0.0361641402337556,3,6.32134948150288,
Sammie Coates,3000.0,WR,HOU,DEN,0.7951827049255371,1.3770570755004883,0.15333333611488342,2.3855481147766113,4.131171226501465,0.46000000834465027,1.97109605070697,4.13117125,0.46,2.8,1.98641525816388,0.149964092318654,5.3,7.42769622401402,
Seth DeValve,2600.0,TE,CLE,KC,0.7751054947192852,1.0503187546363244,0.3461538369839008,2.0152742862701416,2.7308287620544434,0.8999999761581421,2.01527434728157,2.73082874617737,0.9,,0.779501121072122,0.226690485750614,2.4,5.52294847565196,
Rashaad Penny,3700.0,RB,SEA,LAC,0.752245348853034,0.7775587648958773,0.5291196784457645,2.7833077907562256,2.876967430114746,1.9577428102493286,2.46661560214529,2.8769675,1.95774285714286,3.1,0.459496475630754,0.428520755422928,2.3,5.07322068318342,
Michael Floyd,3200.0,WR,WAS,ATL,0.7299074530601501,1.0879506170749664,0.2875000052154064,2.3357038497924805,3.4814419746398926,0.9200000166893005,2.37140760604583,3.48144186046512,0.92,2.3,1.1761682323388,0.105360068259385,3.9,5.88092057671191,
Mike Boone,3000.0,RB,MIN,DET,0.6607563098271688,1.1894597212473552,0.08333333333333333,1.9822689294815063,3.5683791637420654,0.25,1.76453785714286,3.56837920489297,0.25,2.2,2.01956357483695,0.045771817656223,NA,10.0991961956875,
Logan Thomas,2500.0,TE,BUF,CHI,0.6469548225402832,0.7355189800262452,0.17599999904632568,1.617387056350708,1.8387974500656128,0.4399999976158142,1.23477417997916,1.83879750554656,0.44,2,0.766170221849548,0.192246724087555,2,5.3481853225278,
Logan Paulsen,2500.0,TE,ATL,WAS,0.6244606494903564,0.6086944580078125,0.06800000071525573,1.5611516237258911,1.5217361450195312,0.17000000178813934,0.822303266699171,1.52173617021277,0.17,2.3,0.784130626007607,0.0426721074345691,3.1,5.79681962310514,
Malcolm Brown,4200.0,RB,LAR,NO,0.6225791999271938,0.8051114422934396,0.4714285759698777,2.614832639694214,3.3814680576324463,1.9800000190734863,2.72966540270429,3.38146802325581,1.98,2.5,0.899637458322431,0.251195873236583,1.9,5.52699426147696,
Justin Hardy,3000.0,WR,ATL,WAS,0.6000161568323771,0.9342267513275146,0.06000000238418579,1.8000484704971313,2.802680253982544,0.18000000715255737,1.60009702584105,2.80268023255814,0.18,2,1.12642066927651,0.0645301642482032,2.9,5.50222329842634,
Jordan Akins,2500.0,TE,HOU,DEN,0.5982946395874024,0.9914348602294922,0.3440000057220459,1.4957365989685059,2.4785871505737305,0.8600000143051147,1.69147310584153,2.47858720930233,0.86,1.3,0.760492192861448,0.234523382491408,3.1,5.75641293526028,
Jaron Brown,3100.0,WR,SEA,LAC,0.5792828913657896,0.9578670224835796,0.33064515359940067,1.7957769632339478,2.9693877696990967,1.024999976158142,2.09155387615797,2.9693877675841,1.025,1.5,1.03472668274831,0.187891760117016,2.6,5.28323468315252,
Austin Carr,3000.0,WR,NO,LAR,0.5645200411478678,0.7478369077046713,0.2166666587193807,1.6935601234436035,2.2435107231140137,0.6499999761581421,1.58712030075188,2.24351063829787,0.65,1.8,0.701181884581303,0.249061332343642,3.5,5.10475728520495,
David Morgan,2500.0,TE,MIN,DET,0.5606955528259278,0.8244765281677247,0.1559999942779541,1.4017388820648193,2.0611913204193115,0.38999998569488525,1.40347781569966,2.06119130434783,0.39,1.4,0.712704867018571,0.100059765203009,2.1,5.29478751530533,
Demarcus Robinson,3000.0,WR,KC,CLE,0.5489548047383627,0.9767809708913168,0.4556666612625122,1.646864414215088,2.93034291267395,1.3669999837875366,2.1937289127255,2.93034302325581,1.367,1.1,0.719054534862431,0.162403949293028,4,5.28449568666582,
Damiere Byrd,3000.0,WR,CAR,TB,0.5399775902430216,0.5102936029434204,0.0,1.619932770729065,1.5308808088302612,0.0,0.839865431496831,1.53088085106383,0,2.4,0.619795978227418,0.127438802046205,NA,5.21688486448622,
Eric Tomlinson,2500.0,TE,NYJ,MIA,0.5393764019012451,1.0696529388427733,0.2359999895095825,1.3484410047531128,2.6741323471069336,0.5899999737739563,1.69688200877621,2.67413225,0.59,1,0.934267659393253,0.095934640355154,3.2,6.09145241902241,
