Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nfl.p.28634,Geoff,Swaim,TE,DAL,WAS,DAL@WAS,4:25PM EDT,14,6.4," ",No
nfl.p.28718,Rod,Smith,RB,DAL,WAS,DAL@WAS,4:25PM EDT,10,0.9," ",No
nfl.p.29238,Ezekiel,Elliott,RB,DAL,WAS,DAL@WAS,4:25PM EDT,29,18.1," ",No
nfl.p.29369,Dak,Prescott,QB,DAL,WAS,DAL@WAS,4:25PM EDT,23,16.0," ",No
nfl.p.29451,Rico,Gathers,TE,DAL,WAS,DAL@WAS,4:25PM EDT,10,1.4," ",No
nfl.p.30784,Blake,Jarwin,TE,DAL,WAS,DAL@WAS,4:25PM EDT,10,0.3," ",No
nfl.p.30788,Cooper,Rush,QB,DAL,WAS,DAL@WAS,4:25PM EDT,20,0.7," ",No
nfl.p.31051,Michael,Gallup,WR,DAL,WAS,DAL@WAS,4:25PM EDT,10,2.4," ",No
nfl.p.31107,Dalton,Schultz,TE,DAL,WAS,DAL@WAS,4:25PM EDT,10,0.0," ",No
nfl.p.31141,Mike,White,QB,DAL,WAS,DAL@WAS,4:25PM EDT,20,0.0," ",No
nfl.p.30352,Noah,Brown,WR,DAL,WAS,DAL@WAS,4:25PM EDT,10,0.8,IR,No
nfl.p.31178,Cedrick,Wilson,WR,DAL,WAS,DAL@WAS,4:25PM EDT,10,0.0,IR,No
nfl.p.7177,Alex,Smith,QB,WAS,DAL,DAL@WAS,4:25PM EDT,26,16.2," ",No
nfl.p.7755,Vernon,Davis,TE,WAS,DAL,DAL@WAS,4:25PM EDT,10,5.1," ",No
nfl.p.8261,Adrian,Peterson,RB,WAS,DAL,DAL@WAS,4:25PM EDT,19,13.4,Q,No
nfl.p.24060,Colt,McCoy,QB,WAS,DAL,DAL@WAS,4:25PM EDT,20,0.0," ",No
nfl.p.25723,Michael,Floyd,WR,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.0," ",No
nfl.p.25743,Brian,Quick,WR,WAS,DAL,DAL@WAS,4:25PM EDT,10,1.7," ",No
nfl.p.26708,Jordan,Reed,TE,WAS,DAL,DAL@WAS,4:25PM EDT,17,7.3," ",No
nfl.p.26777,Chris,Thompson,RB,WAS,DAL,DAL@WAS,4:25PM EDT,19,12.2,Q,No
nfl.p.27573,Paul,Richardson Jr.,WR,WAS,DAL,DAL@WAS,4:25PM EDT,16,8.3,Q,No
nfl.p.27821,Kapri,Bibbs,RB,WAS,DAL,DAL@WAS,4:25PM EDT,10,3.1," ",No
nfl.p.28493,Jamison,Crowder,WR,WAS,DAL,DAL@WAS,4:25PM EDT,16,7.4,Q,No
nfl.p.29256,Josh,Doctson,WR,WAS,DAL,DAL@WAS,4:25PM EDT,10,2.7," ",No
nfl.p.29638,Maurice,Harris,WR,WAS,DAL,DAL@WAS,4:25PM EDT,10,4.8," ",No
nfl.p.30227,Samaje,Perine,RB,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.5," ",No
nfl.p.30267,Jeremy,Sprinkle,TE,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.0," ",No
nfl.p.29694,Rob,Kelley,RB,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.4,IR,No
nfl.p.31226,Trey,Quinn,WR,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.0,IR,No
nfl.p.31405,Cam,Sims,WR,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.0,IR,No
nfl.p.29680,Byron,Marshall,RB,WAS,DAL,DAL@WAS,4:25PM EDT,10,2.4,IR,No
nfl.p.29095,Manasseh,Garner,TE,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.0,IR,No
nfl.p.31029,Derrius,Guice,RB,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.0,IR,No
nfl.t.6,Dallas,Cowboys,DEF,DAL,WAS,DAL@WAS,4:25PM EDT,11,6.7," ",No
nfl.t.28,Washington,Redskins,DEF,WAS,DAL,DAL@WAS,4:25PM EDT,13,6.6," ",No
nfl.p.30322,Robert,Davis,WR,WAS,DAL,DAL@WAS,4:25PM EDT,10,0.0,IR,No
nfl.p.26664,Robert,Woods,WR,LAR,SF,LAR@SF,4:25PM EDT,27,16.1," ",No
nfl.p.27548,Brandin,Cooks,WR,LAR,SF,LAR@SF,4:25PM EDT,25,14.4," ",No
nfl.p.28398,Todd,Gurley II,RB,LAR,SF,LAR@SF,4:25PM EDT,41,27.6," ",No
nfl.p.28477,Sean,Mannion,QB,LAR,SF,LAR@SF,4:25PM EDT,20,1.0," ",No
nfl.p.28990,Malcolm,Brown,RB,LAR,SF,LAR@SF,4:25PM EDT,10,3.3," ",No
nfl.p.29235,Jared,Goff,QB,LAR,SF,LAR@SF,4:25PM EDT,37,21.2," ",No
nfl.p.29344,Tyler,Higbee,TE,LAR,SF,LAR@SF,4:25PM EDT,11,3.7," ",No
nfl.p.30157,Gerald,Everett,TE,LAR,SF,LAR@SF,4:25PM EDT,10,2.4," ",No
nfl.p.30182,Cooper,Kupp,WR,LAR,SF,LAR@SF,4:25PM EDT,23,15.2,O,No
nfl.p.30230,Josh,Reynolds,WR,LAR,SF,LAR@SF,4:25PM EDT,10,2.1,Q,No
nfl.p.30370,Justin,Davis,RB,LAR,SF,LAR@SF,4:25PM EDT,10,0.0," ",No
nfl.p.30373,Johnny,Mundt,TE,LAR,SF,LAR@SF,4:25PM EDT,10,0.0," ",No
nfl.p.30531,JoJo,Natson Jr.,WR,LAR,SF,LAR@SF,4:25PM EDT,10,0.0," ",No
nfl.p.31145,John,Kelly,RB,LAR,SF,LAR@SF,4:25PM EDT,10,0.0," ",No
nfl.p.31769,KhaDarel,Hodge,WR,LAR,SF,LAR@SF,4:25PM EDT,10,1.0," ",No
nfl.p.29440,Michael,Thomas,WR,LAR,SF,LAR@SF,4:25PM EDT,10,2.4,IR,No
nfl.p.29351,Pharoh,Cooper,WR,LAR,SF,LAR@SF,4:25PM EDT,10,0.0,IR,No
nfl.p.30045,Kendal,Thompson,WR,LAR,SF,LAR@SF,4:25PM EDT,10,0.0,IR,No
nfl.p.8982,Pierre,Garcon,WR,SF,LAR,LAR@SF,4:25PM EDT,12,5.4,Q,No
nfl.p.25291,Kyle,Nelson,TE,SF,LAR,LAR@SF,4:25PM EDT,10,0.0," ",No
nfl.p.25883,Alfred,Morris,RB,SF,LAR,LAR@SF,4:25PM EDT,15,7.3," ",No
nfl.p.26253,Garrett,Celek,TE,SF,LAR,LAR@SF,4:25PM EDT,10,2.6," ",No
nfl.p.26701,Marquise,Goodwin,WR,SF,LAR,LAR@SF,4:25PM EDT,15,10.3," ",No
nfl.p.26753,Kyle,Juszczyk,RB,SF,LAR,LAR@SF,4:25PM EDT,10,6.1," ",No
nfl.p.28654,Raheem,Mostert,RB,SF,LAR,LAR@SF,4:25PM EDT,10,1.9," ",No
nfl.p.29783,Cole,Wick,TE,SF,LAR,LAR@SF,4:25PM EDT,10,0.0," ",No
nfl.p.30217,C.J.,Beathard,QB,SF,LAR,LAR@SF,4:25PM EDT,22,20.5," ",No
nfl.p.30259,George,Kittle,TE,SF,LAR,LAR@SF,4:25PM EDT,21,10.7,Q,No
nfl.p.30290,Trent,Taylor,WR,SF,LAR,LAR@SF,4:25PM EDT,10,5.3,Q,No
nfl.p.30550,Victor,Bolden Jr.,WR,SF,LAR,LAR@SF,4:25PM EDT,10,1.5," ",No
nfl.p.30551,Kendrick,Bourne,WR,SF,LAR,LAR@SF,4:25PM EDT,10,4.8," ",No
nfl.p.30552,Matt,Breida,RB,SF,LAR,LAR@SF,4:25PM EDT,21,12.6,Q,No
nfl.p.30563,Nick,Mullens,QB,SF,LAR,LAR@SF,4:25PM EDT,20,0.0," ",No
nfl.p.31014,Dante,Pettis,WR,SF,LAR,LAR@SF,4:25PM EDT,10,4.3,Q,No
nfl.p.31210,Richie,James Jr.,WR,SF,LAR,LAR@SF,4:25PM EDT,10,0.6," ",No
nfl.p.27590,Jimmy,Garoppolo,QB,SF,LAR,LAR@SF,4:25PM EDT,20,17.0,IR,No
nfl.p.27624,Jerick,McKinnon,RB,SF,LAR,LAR@SF,4:25PM EDT,10,10.1,IR,No
nfl.t.14,Los Angeles,Rams,DEF,LAR,SF,LAR@SF,4:25PM EDT,22,9.2," ",No
nfl.t.25,San Francisco,49ers,DEF,SF,LAR,LAR@SF,4:25PM EDT,10,3.2," ",No
