Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Cody Hollister (11445409),Cody Hollister,11445409,CPT,300,KC@NE 10/14/2018 08:20PM ET,NE,0
RB,Damien Williams (11445362),Damien Williams,11445362,FLEX,200,KC@NE 10/14/2018 08:20PM ET,KC,0.96
RB,Darrel Williams (11445363),Darrel Williams,11445363,FLEX,200,KC@NE 10/14/2018 08:20PM ET,KC,0
RB,Anthony Sherman (11445364),Anthony Sherman,11445364,FLEX,200,KC@NE 10/14/2018 08:20PM ET,KC,3.14
WR,Marcus Kemp (11445365),Marcus Kemp,11445365,FLEX,200,KC@NE 10/14/2018 08:20PM ET,KC,0.34
TE,James Winchester (11445366),James Winchester,11445366,FLEX,200,KC@NE 10/14/2018 08:20PM ET,KC,0
RB,Rex Burkhead (11445367),Rex Burkhead,11445367,FLEX,200,KC@NE 10/14/2018 08:20PM ET,NE,4.9
RB,James Develin (11445368),James Develin,11445368,FLEX,200,KC@NE 10/14/2018 08:20PM ET,NE,1.24
WR,Braxton Berrios (11445369),Braxton Berrios,11445369,FLEX,200,KC@NE 10/14/2018 08:20PM ET,NE,0
WR,Matthew Slater (11445370),Matthew Slater,11445370,FLEX,200,KC@NE 10/14/2018 08:20PM ET,NE,0
WR,Cody Hollister (11445371),Cody Hollister,11445371,FLEX,200,KC@NE 10/14/2018 08:20PM ET,NE,0
