Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Beau Brinkley (11535605),Beau Brinkley,11535605,TE/FLEX,2500,TEN@DAL 11/05/2018 08:15PM ET,TEN,0
TE,Luke Stocker (11535607),Luke Stocker,11535607,TE/FLEX,2500,TEN@DAL 11/05/2018 08:15PM ET,TEN,2.91
TE,MyCole Pruitt (11535609),MyCole Pruitt,11535609,TE/FLEX,2500,TEN@DAL 11/05/2018 08:15PM ET,TEN,0
DST,Raiders  (11534791),Raiders ,11534791,DST,2400,OAK@SF 11/01/2018 08:20PM ET,OAK,2.43
DST,Rams  (11535447),Rams ,11535447,DST,2400,LAR@NO 11/04/2018 04:25PM ET,LAR,10.62
DST,49ers  (11534826),49ers ,11534826,DST,2300,OAK@SF 11/01/2018 08:20PM ET,SF,3.25
DST,Bills  (11534856),Bills ,11534856,DST,2300,CHI@BUF 11/04/2018 01:00PM ET,BUF,6.38
DST,Steelers  (11535118),Steelers ,11535118,DST,2300,PIT@BAL 11/04/2018 01:00PM ET,PIT,8.57
DST,Broncos  (11535348),Broncos ,11535348,DST,2300,HOU@DEN 11/04/2018 04:05PM ET,DEN,8.62
DST,Chargers  (11535381),Chargers ,11535381,DST,2300,LAC@SEA 11/04/2018 04:05PM ET,LAC,5.57
DST,Falcons  (11535250),Falcons ,11535250,DST,2200,ATL@WAS 11/04/2018 01:00PM ET,ATL,2.71
DST,Saints  (11535477),Saints ,11535477,DST,2200,LAR@NO 11/04/2018 04:25PM ET,NO,5
DST,Patriots  (11535544),Patriots ,11535544,DST,2200,GB@NE 11/04/2018 08:20PM ET,NE,8.75
DST,Lions  (11535185),Lions ,11535185,DST,2100,DET@MIN 11/04/2018 01:00PM ET,DET,5.57
DST,Buccaneers  (11534921),Buccaneers ,11534921,DST,2000,TB@CAR 11/04/2018 01:00PM ET,TB,3.43
DST,Browns  (11534984),Browns ,11534984,DST,2000,KC@CLE 11/04/2018 01:00PM ET,CLE,8
DST,Packers  (11535509),Packers ,11535509,DST,2000,GB@NE 11/04/2018 08:20PM ET,GB,8
