name,salary,position,team,opposing_team,median_value,upper_value,lower_value,median,upper,lower,sdPts,dropoff,sdRank,risk,offset
Nick Westbrook,4700.0,WR,IND,PSU,1.68085108412073,1.3404255724967793,1.3404255724967793,7.900000095367432,6.300000190734863,6.300000190734863,,0.02,,,
Justyn Ross,5000.0,WR,CLEM,NCST,1.6799999237060548,1.4399999618530273,1.4399999618530273,8.399999618530273,7.199999809265137,7.199999809265137,,0,,,
Darius Slayton,4500.0,WR,AUBURN,MISS,1.6666666666666667,1.4000000423855252,1.4000000423855252,7.5,6.300000190734863,6.300000190734863,,0,,,
DaMarkus Lodge,7100.0,WR,MISS,AUB,1.661971857849981,1.2957746210232588,1.2957746210232588,11.800000190734863,9.199999809265137,9.199999809265137,,0,,,
Seth Collins,3900.0,WR,TXTECH,KU,1.6410256654788287,1.333333284426958,1.333333284426958,6.400000095367432,5.199999809265137,5.199999809265137,,0,,,
K.D. Nixon,4700.0,WR,COLO,UW,1.6382978317585397,1.1063829381415184,1.1063829381415184,7.699999809265137,5.199999809265137,5.199999809265137,,0.01,,,
Travon McMillian,5500.0,RB,COLO,UW,1.618181748823686,1.4181818528608843,1.4181818528608843,8.899999618530273,7.800000190734863,7.800000190734863,,0.16,,,
Khalil Herbert,3900.0,RB,KANSAS,TTU,1.6153846642909906,1.5128205372737005,1.5128205372737005,6.300000190734863,5.900000095367432,5.900000095367432,,0.28,,,
Kendric Pryor,4900.0,WR,WISC,IL,1.6122449174219247,1.4285714285714284,1.4285714285714284,7.900000095367432,7.0,7.0,,0.24,,,
Anthony Schwartz,4600.0,WR,AUBURN,MISS,1.6086956729059636,1.4782609110293181,1.4782609110293181,7.400000095367432,6.800000190734863,6.800000190734863,,0.25,,,
Zach Austin,3800.0,WR,TXTECH,KU,1.6052631327980444,1.2631579449302273,1.2631579449302273,6.099999904632568,4.800000190734863,4.800000190734863,,0,,,
Ta'Zhawn Henry,5300.0,RB,TXTECH,KU,1.6037735849056605,1.4150943396226416,1.4150943396226416,8.5,7.5,7.5,,0.47,,,
Seth Williams,4000.0,WR,AUBURN,MISS,1.5750000476837158,1.350000023841858,1.350000023841858,6.300000190734863,5.400000095367432,5.400000095367432,,0,,,
Ty Fryfogle,3500.0,WR,IND,PSU,1.5714285714285714,1.1999999455043249,1.1999999455043249,5.5,4.199999809265137,4.199999809265137,,0,,,
Tim Jordan,3200.0,RB,TENN,BAMA,1.5625,1.3750000298023224,1.3750000298023224,5.0,4.400000095367432,4.400000095367432,,0.2,,,
CeeDee Lamb,6700.0,WR,OKLA,TCU,1.5522387490343692,1.3283581520194438,1.3283581520194438,10.399999618530273,8.899999618530273,8.899999618530273,,0,,,
KaVontae Turpin,6200.0,WR,TCU,OU,1.5483871583015687,1.2741935637689406,1.2741935637689406,9.600000381469727,7.900000095367432,7.900000095367432,,0.02,,,
Hunter Renfrow,4400.0,WR,CLEM,NCST,1.545454588803378,1.25,1.25,6.800000190734863,5.5,5.5,,0,,,
Donavan Hale,4100.0,WR,IND,PSU,1.536585412374357,1.2439024157640413,1.2439024157640413,6.300000190734863,5.099999904632568,5.099999904632568,,0,,,
Daniel George,3000.0,WR,PSU,IU,1.5333333015441895,1.3333333333333333,1.3333333333333333,4.599999904632568,4.0,4.0,,0,,,
Mechane Slade,3000.0,WR,MEMP,MIZZ,1.5333333015441895,1.3000000317891438,1.3000000317891438,4.599999904632568,3.9000000953674316,3.9000000953674316,,0,,,
Laress Nelson,3000.0,WR,MICHST,MICH,1.5333333015441895,1.1999999682108562,1.1999999682108562,4.599999904632568,3.5999999046325684,3.5999999046325684,,0,,,
A.J. Taylor,6200.0,WR,WISC,IL,1.532258064516129,1.3387097081830424,1.3387097081830424,9.5,8.300000190734863,8.300000190734863,,0,,,
Ty Jones,4900.0,WR,WASH,COL,1.530612244897959,1.3469387560474628,1.3469387560474628,7.5,6.599999904632568,6.599999904632568,,0,,,
Ryan Finley,7800.0,QB,NCST,CLEM,1.5128205372737005,1.4358974114442484,1.4358974114442484,11.800000190734863,11.199999809265137,11.199999809265137,0.84,0.04,,,
Karan Higdon,7700.0,RB,MICH,MSU,1.4805194309779575,1.3636363636363635,1.3636363636363635,11.399999618530273,10.5,10.5,,0.57,,,
Chris Evans,4800.0,RB,MICH,MSU,1.479166646798452,1.3333333532015483,1.3333333532015483,7.099999904632568,6.400000095367432,6.400000095367432,,0.29,,,
Jarrett Guarantano,4600.0,QB,TENN,BAMA,1.4782609110293181,1.4130434782608696,1.4130434782608696,6.800000190734863,6.5,6.5,0.7,0.02,,,
Taj Mustapha,3000.0,WR,WISC,IL,1.4666666984558105,1.2333333492279053,1.2333333492279053,4.400000095367432,3.700000047683716,3.700000047683716,,0,,,
Richaud Floyd,3000.0,WR,MIZZOU,MEM,1.4666666984558105,1.1999999682108562,1.1999999682108562,4.400000095367432,3.5999999046325684,3.5999999046325684,,0,,,
Andre Baccellia,3500.0,WR,WASH,COL,1.4571428298950195,1.1999999455043249,1.1999999455043249,5.099999904632568,4.199999809265137,4.199999809265137,,0,,,
Juwan Johnson,5100.0,WR,PSU,IU,1.4509804108563593,1.1764705882352942,1.1764705882352942,7.400000095367432,6.0,6.0,,0,,,
Kam Martin,4600.0,RB,AUBURN,MISS,1.434782587963602,1.3043478260869565,1.3043478260869565,6.599999904632568,6.0,6.0,,0.09,,,
Danny Davis,5100.0,WR,WISC,IL,1.3921568440456018,1.1764705882352942,1.1764705882352942,7.099999904632568,6.0,6.0,,0,,,
